report_id,description,nature,event,sif_label,label_source
OSHA-2025032338,"An employee was cleaning a series of three rollers that moved product into a glue spreader machine. The machine grabbed her left hand, which was crushed between two rollers. She was hospitalized.",Nonfatal 'crushing' injuries,"Struck by running powered equipment during maintenance, cleaning, testing",YES,weak
OSHA-2024087719,An employee was removing cellulose insulation from an attic space using an insulation removal vacuum. The employee's hand was caught in the machine resulting in amputation of their right index finger. The vacuum machine was running at the time.,Amputations involving bone loss,"Caught, entangled in running powered equipment normal operation",YES,weak
OSHA-2024098614,An employee was refueling an air compressor that had recently run out of fuel. Gasoline spilled onto the hot air compressor causing it to ignite and the employee suffered second-degree burns to the left forearm.,Thermal burns second degree,Vehicle or machinery fire,YES,human
OSHA-20161212050,An employee was operating a mechanical hydraulic press and cut the tip of his left hand middle finger at the point of operation. The tip was surgically amputated the following day.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2018099376,An employee was stepping out of her mail truck in a parking lot. She slipped in a water puddle and broke her right ankle.,Fractures,Fall on same level due to slipping,NO,weak
OSHA-2020098553,An employee was loading a truck when he tripped over a pallet and fell from the raised gate to the ground. The employee was hospitalized with a broken wrist and pelvis.,Fractures,"Other fall to lower level, unspecified",NO,weak
OSHA-2024032145,An employee was loading a flatbed truck and securing the load when their foot slipped off the cab of the truck that was damp from early morning dew. The employee fell to the ground and fractured their pelvis.,Fractures,Other fall to lower level unspecified,YES,human
OSHA-20181112070,"While doing landscape work in a garden, an employee tripped over a speaker rock and broke his leg.",Fractures,Fall on same level due to tripping over an object,NO,weak
OSHA-2023010876,An employee was pushing a hopper cart full of dough when their right index finger was caught between the wheels of the cart and a rail. The fingertip sustained an amputation with an open fracture.,Amputations,Struck by rolling object or equipment being pushed by injured worker,YES,weak
OSHA-2016076120,"On July 8, 2016, at approximately 1:15 PM, an employee was bending pieces of metal in a pneumatic parts bender. When he attempted to remove a part from the machine, the pneumatic bending piston crushed and amputated his right index fingertip just below the nail.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2019066325,"An employee bent down to pick up a small section of rebar so a backhoe operator would not run over the rebar and puncture a tire. When the employee stood upright and started walking, he tripped on a small object, causing him to fall and land on his right shoulder. He was hospitalized due to a right shoulder fracture.",Fractures,Fall on same level due to tripping over an object,NO,weak
OSHA-2017043428,"An employee fell approximately 12 ft. from a scissor lift while doing electrical work. The employee suffered multiple fractures including vertebrae, foot, wrist and hip.",Fractures,Other fall to lower level 11 to 15 feet,YES,weak
OSHA-2021098153,"An employee was opening a railcar door when the door fell from its hinges and struck him. The employee sustained fractures to the T5 and C5 vertebrae, and a laceration to the face.",Fractures,"Struck by falling object or equipment, n.e.c.",YES,weak
OSHA-2020099210,An employee was feeding sheet metal into the transverse duct connector machine when his hand was pinched between the first set of rollers resulting in medical amputation of his left index fingertip.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2025065938,"During fluid end maintenance, an employee was sliding the seat puller (a hand tool), which was positioned on top of the fluid end, from hole 1 to hole 2. The seat puller fell into hole 2. At the time, the employee s right hand was resting on the fluid end, and their right middle fingertip was pinched between the fluid end and the seat puller. The employee's fingertip was partially amputated.","Amputations, avulsions, enucleations unspecified",Struck by falling object unspecified,YES,weak
OSHA-2019099095,"During a joint operation, a marine interdiction agent and a border patrol agent suffered smoke inhalation due to a boat fire.","Poisoning, toxic, noxious, or allergenic effect, unspecified",Vehicle or machinery fire,YES,human
OSHA-2023065592,"An employee was entering an office building in the morning. As she walked through the outside door, which had a self-closing hinge, it closed on her left index finger and amputated the tip.",Amputations,Struck by or caught in swinging door or gate,YES,weak
OSHA-20181010268,"An employee was using an electric pallet jack to move stock. The jack pinned the employee's right foot against a wall, breaking it.",Fractures,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,YES,weak
OSHA-2016032511,"While loading friction paper into a laminator, an employee's left hand became caught between platens, lacerating the third and fourth fingers. The fourth finger had to be surgically amputated.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2020054362,"On May 11, 2020, an employee was feeding panels into a double end tenoner when the blade cut her left hand/fingers.","Cuts, lacerations",Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2022086863,"An employee was standing next to a concrete drain box. A track excavator bumped the box with its counterweights, causing it to fall over and pin the employee beneath it. The employee suffered a broken left shoulder, two broken ribs, a broken left kneecap, and a partial amputation to the right foot.",Amputations,"Struck by falling object or equipment, n.e.c.",YES,weak
OSHA-2015107407,"An employee was doing maintenance on a dough sheeter in the bakery department. The machine's housing was off at the time of the incident. His finger got caught between the chains and the housing, amputating the fingertip below the fingernail.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2025032355,An employee was driving a forklift out of a trailer when it struck another forklift. The employee's hand was trapped between the two forklifts and he suffered a broken wrist.,Fractures,Nonroadway collision with other vehicle(s) unspecified,YES,weak
OSHA-2022076538,"An employee was working in a warehouse selecting packages to sort into a bin. Upon reaching for a package on the conveyor belt, the employee turned to step and tripped and fell, resulting in an injury to the middle back.","Soreness, pain, hurt-nonspecified injury","Fall on same level due to tripping, unspecified",NO,weak
OSHA-2017065933,"An employee was holding a sheet of metal with a coworker while another coworker was operating a brake press machine. One of his coworkers told him to move the brake press's pedal away from their work station. As he moved the pedal with his foot, he lost balance and caught himself by resting his right hand on the brake press. At the same time, the press engaged and amputated his right pinky finger.",Amputations,"Caught in running equipment or machinery, n.e.c.",YES,weak
OSHA-20181213021,"On Wednesday, December 19 at approximately 10:00 p.m. an employee was retrieving boxes to take to her work station when she was struck by a forklift that was backing up resulting in injuries to both lower legs. The employee was hospitalized for surgery.",Fractures,Pedestrian struck by vehicle backing up in nonroadway area,YES,weak
OSHA-2015040624,An employee's left middle fingertip was amputated after getting caught in the door.,Amputations,Struck by or caught in swinging door or gate,YES,weak
OSHA-2016042780,"An employee delivering food fell from the lift gate of the delivery truck to the ground, breaking a leg.",Fractures,Other fall to lower level less than 6 feet,YES,weak
OSHA-2019043745,An employee was retrieving a piece of plastic from a plastic cutter machine when the blade amputated his left ring and middle fingertips. The machine was guarded at the time.,Amputations,"Caught in running equipment or machinery, unspecified",YES,weak
OSHA-20181010823,"An employee was transferring from a blowout prevention structure to a man basket when he fell approximately 12 to 13 feet to the ground below, fracturing his pelvis and ribs. He was hospitalized. The employee's lanyard was untied at the time of the incident.",Fractures,Other fall to lower level 11 to 15 feet,YES,weak
OSHA-2016088045,"An employee was hospitalized for heat exhaustion. For approximately one hour, the employee was securing a load of pipe on a flatbed trailer. Standing on the ground, the employee was throwing straps over the load and ratcheting tight.","Heat exhaustion, prostration",Exposure to environmental heat,NO,weak
OSHA-2020032553,An employee was exiting the receiving area and tripped and fell to the floor while stepping over product that was on a partially empty pallet. The employee sustained a broken hip.,Fractures,Fall on same level due to tripping over an object,NO,weak
OSHA-2016109592,"An employee was responding to an emergency gas leak when an explosion occurred nearby. The employee suffered multiple injuries, including bone fractures.",Fractures,"Explosion, unspecified",YES,weak
OSHA-20191111716,An employee was operating a garbage truck. Part of the vehicle caught him and fractured his wrist.,Fractures,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2024021241,An employee was moving some operable wall panels when an astragal trim piece fell off one of the panels and struck their head.,Traumatic injuries or exposures unspecified,Struck by other falling object n.e.c.,YES,weak
OSHA-2017065331,"An employee was cleaning a motel room and preparing it for the next customer. As she was re-dressing the bed, she backed up and slipped on the bed sheet lying on the floor. She fell and fractured her left hip, requiring hospitalization.",Fractures,Fall on same level due to slipping,NO,weak
OSHA-2020065500,An employee was standing near a shaft while it was being moved with an overhead crane. The shaft bumped into another shaft which hit the employee's foot. His right foot was fractured.,Fractures,"Struck by object or equipment, n.e.c.",YES,weak
OSHA-20161111085,An employee was preparing to clean the ink tray of a printing machine when he stumbled and put his left hand out to catch himself. His hand entered the machine's unguarded rollers and was de-gloved.,"Avulsions, enucleations","Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2017076914,"An employee was cleaning tables in the staff dining room. The employee attempted to close the outside door with his left hand and caught his right hand between the door and door frame, resulting in amputation of the middle fingertip.",Amputations,Struck by or caught in swinging door or gate,YES,weak
OSHA-2024054038,"An employee was running through the cafeteria when they tripped over their feet and fell to the floor, fracturing their hip. The employee was hospitalized.",Fractures,Fall on same level due to slip or trip,NO,weak
OSHA-2015097217,AN employee was loading potatoes into the trailer hopper and fell approximately 4 to 10 feet from a platform fracturing the pelvis.,Fractures,Other fall to lower level 6 to 10 feet,YES,weak
OSHA-2020087902,An employee was washing down a conveyor belt. He slipped on a platform and his glove went into a 3/4-inch gap in the back of the chain guard. The chain drive pulled in his hand. He suffered amputations to the left ring and index fingers.,Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2017043889,"An employee was replacing an overhead chute that had a hole in it. He began to clean excess cake mix off of the auger when his hand contacted the sifter auger, amputating his index and middle fingers to the first knuckle. The auger was not locked/tagged out at the time.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-20211210364,"An employee was in a box trailer. The employee stepped aside to allow someone to pass, tripped on the wire connecting the trailer ramp/door to the trailer, and fell backward off the trailer, landing on the ground and suffering a broken left ankle.",Fractures,Other fall to lower level less than 6 feet,YES,weak
OSHA-20221210650,"An employee was removing one of two roll plates from a motor stator. The roll plates were hot due to a baking process to cure their varnish coating. The employee attached an overhead bridge crane to the plate for support while the plate was unbolted from the motor stator. The crane was attached to the wrong roll plate, causing the unsupported plate that the employee was working on to fall onto his leg after the bolts were removed. The employee suffered a fracture to his lower right leg and a second-degree burn.",Fractures and burns,"Struck by falling object or equipment, unspecified",YES,weak
OSHA-2024087003,"An employee was closing the roll-up door on a semi trailer when his left ring finger became caught between two door panels, resulting in an amputation.","Amputations, avulsions, enucleations unspecified","Struck by door, gate, window",YES,weak
OSHA-2016098327,A temporary employee was operating a powered pallet jack and caught his left foot between the powered pallet jack and a pole resulting in a compound fracture.,Fractures,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,YES,weak
OSHA-2022087733,"An employee had climbed an 8-foot A-frame ladder to reach a ceiling to replace a section of copper pipe. He placed plywood above the t-grid ceiling framing, and was above the ceiling when he tripped on a junction box, and fell approximately 9 feet, landing on the concrete floor. The employee suffered fractures to the tibia, fibula, and ankle, and a dislocated left foot.",Fractures,Fall through surface or existing opening 6 to 10 feet,YES,weak
OSHA-2020010818,"An employee was working on a hanging furnace while standing on a ladder when the employee fell approximately 4 feet to the floor, suffering a head injury that required hospitalization.","Intracranial injuries, unspecified",Other fall to lower level less than 6 feet,YES,weak
OSHA-2024065160,An employee was bending two pieces of rebar in a machine when their left index finger was pinched between the rebar and the backup ram on the table resulting in amputation of the fingertip.,"Amputations, avulsions, enucleations unspecified","Caught, entangled in running powered equipment normal operation",YES,weak
OSHA-2024065234,An employee was using a MIG welder to weld nuts onto a door when their welding jacket caught on fire. The employee was hospitalized with second-degree burns on their back.,Thermal burns second degree,Ignition of clothing,YES,weak
OSHA-2024032165,"An employee was walking out to her vehicle when she tripped and fell onto the concrete, suffering a right hip fracture that required surgery.",Fractures,Fall on same level due to slip or trip,NO,weak
OSHA-2018065713,An employee was dismantling a building and fell approximately 14 feet from a truss resulting in back injuries. Fall protection was not attached at the time.,"Soreness, pain, hurt-nonspecified injury",Other fall to lower level 11 to 15 feet,YES,weak
OSHA-20231211149,"On December 6, 2023, an employee's right hand was on the hinged side of a door jamb when the door closed, resulting in a partial amputation and a fracture to the right little fingertip.",Amputations,Struck by or caught in swinging door or gate,YES,weak
OSHA-2021010040,"An employee went to release a kink in a flexible hose of a dewatering system/pump when his fingers got caught between the hose, resulting in injuries to three fingers and a dislocated wrist on right hand.",Dislocation of joints,Entangled in other object or equipment,YES,weak
OSHA-2019076960,An employee was monitoring ladles and was hospitalized due to heat related illness.,"Effects of heat and light, unspecified",Exposure to environmental heat,NO,weak
OSHA-2017076583,"An employee was standing next to equipment that was being moved when a piece of the equipment fell off and hit his face, fracturing his jaw.",Fractures,"Struck by falling object or equipment, unspecified",YES,weak
OSHA-2021119822,"An employee was on top of a battery condenser. The equipment caught his left arm, degloving it and breaking it in several places.",Fractures,"Caught in running equipment or machinery, unspecified",YES,weak
OSHA-2021087432,"Employees had been replacing a conveyor roller. When the conveyor was restarted, an employee's gloves were caught in the chain resulting in amputation of the right index fingertip.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2023109146,An employee was working on a scissor lift when a portion of the unit came down and struck their head at the lift base. The employee sustained a head laceration and a skull fracture.,Fractures,Struck by falling part of powered vehicle still attached,YES,weak
OSHA-2020098348,"After working with 2-by-4s in direct sunlight, an employee became overheated and started cramping. The employee was hospitalized, suffering from heat exhaustion and dehydration.",Multiple effects of heat and light,Exposure to environmental heat,NO,weak
OSHA-20221110117,"An employee was walking to the processing area when she was struck by a forklift carrying stacked pallets. The employee fell to the floor. The forklift then reversed with the employee caught on the pallet, causing her to be dragged by the vehicle. She sustained a fractured left ankle.",Fractures,"Pedestrian struck by vehicle in nonroadway area, unspecified",YES,human
OSHA-2022043161,"An employee had been working outside during the day on April 11, 2022, where the temperature reached a high of 89 degrees. The employee drove to a gas station where he fell ill. The employee was hospitalized for heat exhaustion.","Heat exhaustion, prostration",Exposure to environmental heat,NO,weak
OSHA-2019010830,"An employee was sweeping up in a loading dock area when a truck hit him, crushing his ribs.",Crushing injuries,"Pedestrian struck by vehicle in nonroadway area, unspecified",YES,weak
OSHA-2022109394,"On October 26, 2022, at approximately 9:00 a.m., a framing employee was working from the top plate on a second-level wall when he fell to the ground below. The employee was hospitalized with fractures to their lumbar column and right foot. The employee was wearing fall protection that was not tied off at the time.",Fractures,Other fall to lower level 11 to 15 feet,YES,weak
OSHA-2015107882,An employee was on the ground performing a safety check on his fork truck when another fork truck driver backed into the aisle and pinned the injured employee between the two fork trucks. Both lower legs were crushed.,Crushing injuries,Pedestrian struck by vehicle backing up in nonroadway area,YES,weak
OSHA-2022054087,An employee was moving a swing stage in an air plenum. The employee had just raised the swing stage to pass over a divider. The employee stood on an angle brace to push the pendant over. The employee then jumped down and their feet got caught in a floor vent causing them to fall backward and fracture both legs.,Fractures,"Other jump to lower level, unspecified",YES,weak
OSHA-2015118835,"A janitorial employee was walking out a women's bathroom and collided with a customer. As a result, the employee fell to the ground and fractured the right femur.",Fractures,"Fall on same level, n.e.c.",NO,weak
OSHA-2021042889,An employee was loading product when their right arm became caught in the conveyor and was amputated at the shoulder.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2017065473,"An employee was emptying a ribbon mixer and attempting to grab a piece of meat when the ribbon mixer caught the employee's fingers, amputating three fingers at the first knuckle. The mixer was guarded at the time.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2019088097,"While operating a fiberglass mat cutter, an employee's finger was caught in a pneumatic clamping mechanism. The employee sustained an amputation to the left index fingertip.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2025087725,"An employee was standing on a scaffold approximately 7 feet high and passing plywood sheets to another employee on a single-story roof. The employee fell backward off the scaffold to the ground below and the sheet of plywood fell on him, resulting in fractures to the left side of his jaw and three ribs.",Fractures,Other fall to lower level 6 to 30 feet,YES,weak
OSHA-2015097209,"On or about 9/3/15, a temp worker injured her finger while operating a printing machine in the Cardboard Box Department. Part of her finger had to be amputated.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2020026119,"An employee was attempting to clean a conveyor machine part when his left index finger became caught on the conveyor, resulting in the amputation of his fingertip. The conveyor was running at the time of the incident.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2022054481,"An employee was guiding a rotor that was lifted by a crane. As the rotor was lowered into a motor, the tip of the employee's right thumb was crushed between the rotor and the motor, resulting in partial amputation of the bone.",Amputations,Compressed or pinched by shifting objects or equipment,YES,weak
OSHA-2022021088,"On February 5, 2022, an employee was staging metal plates on a ship. A crane was lowering a 96 inch by 24 inch steel plate into the ship's ballast tank area when the employee was pinched between the suspended load and the structural components of the ballast tank. The employee sustained multiple rib fractures, a punctured lung, and lacerated liver and spleen.",Internal injuries to organs and blood vessels of the trunk,Machinery or equipment incident on water vehicle,YES,weak
OSHA-2019021336,"On February 6, 2019, an employee was loading a jack into a manual press and attempting to secure it when the jack leg fell and struck the back of his head. He suffered a concussion.",Concussions,"Struck by falling object or equipment, unspecified",YES,weak
OSHA-20191212827,"An employee had finished using an overhead crane with a c-hook attachment to unload steel coils off a flatbed trailer. Employees were trying to use a forklift to pick up the attachment for use at a different crane when the attachment fell over onto the crane operator, causing a broken left leg.",Fractures,"Struck by falling object or equipment, unspecified",YES,weak
OSHA-2017065178,"On 6/07/17, an employee was using a tunnel boring machine drill to install rock bolts in a tunnel roof when his right jacket sleeve became caught and began to twist around the drill steel, restraining and breaking his lower right arm.",Fractures,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2021077494,"An employee got up from their desk, tripped on the chair, and fell suffering a broken patella.",Fractures,Fall on same level due to tripping over an object,NO,weak
OSHA-2023042983,"An employee was entering a building to begin his shift when his finger became stuck in the door, resulting in a fingertip amputation.",Amputations,Struck by or caught in swinging door or gate,YES,weak
OSHA-2024032171,An employee was walking from the break room to the front of the store when they tripped over the corner of a pallet and fell resulting in a concussion and injury to the right side of the face.,Concussions,Fall on same level due to slip or trip,NO,weak
OSHA-20161211801,"An employee was operating a jelly cup packing machine when it became energized. The employee's left index finger then contacted a moving part, amputating the distal tip.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-20201110490,An employee was bolting a transmission into place on a vehicle that was on a lift when the transmission fell striking the employee on the head. The employee sustained bruising to the head.,"Bruises, contusions","Struck by falling object or equipment, n.e.c.",YES,weak
OSHA-2022032208,An employee was in a lift installing parts inside a wind tower. The lift moved up while the employee's foot was outside it and was caught between the lift and a ladder rung. The employee's toes were amputated and the employee was hospitalized.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2016043564,An employee suffered a partial amputation of the left middle finger while connecting a tow bar to a forklift's attachment. The employee's finger got pinched between the tow bar and the pintle hook on the attachment.,Amputations,Compressed or pinched by shifting objects or equipment,YES,weak
OSHA-2019065992,"An employee was operating a tractor when it became stuck in the field. While he was unhooking the chain from the front axle, the steering wheel was inadvertently turned, pinning the employee between the front tire and the tractor frame. He broke 8 ribs and punctured a lung.",Internal injuries to organs and blood vessels of the trunk,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2023087332,An employee was cleaning a client's bathroom when she fell on the floor. The employee was hospitalized with a back injury.,"Soreness, pain, hurt-nonspecified injury","Fall on same level, unspecified",NO,weak
OSHA-2016021746,An employee was trying to put plastic up on a building to protect it against the elements. The wind caught the plastic and knocked the employee off the 12-foot ladder. The employee suffered a hairline fracture of the lower back.,Fractures,Other fall to lower level 11 to 15 feet,YES,weak
OSHA-2021021614,An employee slipped in snow and fell to the ground while walking to a vehicle. The employee suffered a broken femur and was hospitalized.,Fractures,Fall on same level due to slipping,NO,weak
OSHA-2015031057,An employee was replacing an overhead door recoil cable when the cable tightened and pressed his thumb against the overhead door track. His left thumb was amputated at the tip of the bone.,Amputations,Compressed or pinched by shifting objects or equipment,NO,weak
OSHA-2016109785,An employee fell approximately 8 feet while securing a ladder to a building. She landed on her back and was hospitalized.,"Soreness, pain, hurt-nonspecified injury",Other fall to lower level 6 to 10 feet,YES,weak
OSHA-2022032549,"At about 2:05 p.m. on March 22, 2022, an employee fell while walking through a bakery department. Her head struck the floor and she was hospitalized.","Soreness, pain, hurt-nonspecified injury","Fall on same level, unspecified",NO,weak
OSHA-2021075801,An employee was starting a pit scraper machine. The employee's right middle finger was caught in the machine's belt and pulley system. The fingertip was medically amputated.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2016109811,An employee was operating a 60-ton press to cut steel and amputated the tip of his right middle finger.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2017053932,An employee was loosening turnbuckles to remove lashing bars from containers when one of the bars came loose and fell and struck the employee's mouth. The employee suffered a fractured jaw and broken teeth.,Fractures,"Struck by falling object or equipment, n.e.c.",YES,weak
OSHA-2025021881,"An employee was working to unjam a board in a ripsaw. The metal rod the employee was using slipped and caught his left index finger against the saw guard, resulting in a fingertip amputation.","Amputations, avulsions, enucleations unspecified","Struck by running powered equipment during maintenance, cleaning, testing",YES,weak
OSHA-2015052562,"An employee was cutting a piece of scrap steel wire using a propane/oxygen torch. The wire was placed on top of a scrapped hydraulic cylinder that contained a residual amount of hydraulic fluid. While cutting the wire, the employee cut through the cylinder, igniting the hydraulic fluid. The flaming fluid spread to the employee's uniform, which also caught fire. The employee suffered second and third degree burns on his back, stomach, and right calf.",Third or fourth degree heat (thermal) burns,"Ignition of vapors, gases, or liquids",YES,weak
OSHA-2015118355,An employee was working on a crane that was out of service. He went and got a ladder and put the ladder on the spreader bar of the crane. He climbed about 8 to 10 feet up the ladder when it slipped out from under him. He fell and broke his right shoulder.,Fractures,Other fall to lower level 6 to 10 feet,YES,weak
OSHA-2017021273,An employee was bending a sheet metal part in a press brake when the employee's left middle fingertip was pinched and amputated between the tool bed of the press brake and the sheet metal part.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2020087357,"An employee fell approximately 18-20 feet from a second story door while removing and discarding old HVAC duct work. The employee was hospitalized with a broken right arm and foot, and also received staples to close a laceration on his head.",Fractures,Other fall to lower level 16 to 20 feet,YES,weak
OSHA-2019077690,"An employee was purging material through a silo that has a rotary air lock on the bottom. Product was not flowing; when the employee tried to get the product flowing again, three fingers were amputated in the air-lock mechanism.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2017065109,An employee was folding the mechanical lift on a bus when his left arm was caught in the lift. He injured two tendons in his left wrist and required hospitalization.,"Traumatic injuries to muscles, tendons, ligaments, joints, etc., unspecified",Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2015107642,An employee amputated three fingers on the right hand while operating the mixer.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2015041941,An employee fell approximately 12 feet while disassembling bleacher risers.,"Traumatic injuries and disorders, unspecified",Other fall to lower level 11 to 15 feet,YES,weak
OSHA-2015118791,The employee was working with a bench mounted drill press and amputated the right middle finger at the second knuckle.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2017043620,An employee was operating a tail stretcher machine that uses a roller/rail system and caught his left finger in the roller amputating the fingertip.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2021043575,"On April 30, 2021, an employee was placing a tag onto an empty pan and was struck by a side loader. The employee was dragged several feet down the filling station and was caught between the side loader and the filling station. The employee sustained bruises, contusions, and a left knee fracture and torn meniscus. The employee was hospitalized.",Fractures,"Pedestrian struck by vehicle in nonroadway area, unspecified",YES,weak
OSHA-2015053217,"An employee removed a guard on the ST04 to clear a jam in the packaging film. After clearing the jam, the employee removed meat from the pockets to be rerun. The employee reached in the seal head area which had a sensor that triggered the lift to raise the form box to the seal head. The employee's left hand was caught between the seal head and the form box. The employee sustained third degree burns to the top of their left hand and two broken fingers.",Fractures and burns,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2022010384,An employee was in an aerial lift installing sheeting on top of the roof and sidewall of a building. An excavator working below the lift struck the aerial lift boom causing the boom to bounce up and down and side to side. The employee was ejected from the aerial lift basket and landed on the roof of the building. He then slid down into a roof gutter. The total height of the fall was 12 feet. The employee was hospitalized for broken ribs and a ruptured spleen.,"Fractures and other injuries, n.e.c.",Other fall to lower level 11 to 15 feet,YES,weak
OSHA-2018010146,"An employee fell from a ladder to the ground at a customer's house, suffering clavicle and rib fractures, brain bleeding, and loss of consciousness.",Cerebral and other intracranial hemorrhages,"Other fall to lower level, unspecified",YES,weak
OSHA-2017109454,"On October 2, 2017, an employee was walking backwards and pulling a 994-pound cart of metal uprights when the cart tipped and the employee's legs were caught between the cart and the concrete walking surface resulting in a fractured left ankle, right tibia and right knee.",Fractures,"Struck by falling object or equipment, n.e.c.",YES,weak
OSHA-20201111232,"An employee was checking a double feed roller hydraulic assembly to see if any obstructions were keeping it from opening all the way. As the employee removed a piece of steel, the employee was crushed in the hydraulic assembly resulting in fractured ribs and vertebrae. The employee was hospitalized.",Fractures,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2020088102,"An employee was driving a forklift forward when she tried to move a dolly's break bar by pushing it with her arm. Her ring and middle fingers were then caught between the overhead guard frame of the forklift and the dolly's break bar, resulting in a ring fingertip amputation and middle finger laceration.",Amputations,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,YES,weak
OSHA-2023054228,"An employee was working on top of a pipe, cutting out a section when the pipe buckled, causing the employee to fall 5 feet. The employee sustained a humerus fracture.",Fractures,Other fall to lower level less than 6 feet,YES,weak
OSHA-2023021487,"An employee was adjusting the jib of a forklift boom attachment in preparation for lifting a motor. While setting up the telescoping portion of the boom attachment, the tip of the index finger on their right hand was caught and pinched, resulting in an amputation.",Amputations,"Caught in or compressed by equipment or objects, unspecified",YES,weak
OSHA-2021108731,"At 6:40 a.m. on October 10, 2021, an employee entered a client's bathroom, slipped on liquid and fell on the floor, suffering two broken bones under the right knee.",Fractures,Fall on same level due to slipping,NO,weak
OSHA-2016010257,An employee slipped and fell about 10 feet from the tile roof as he was preparing to do cleaning. He broke his heel and tibia.,Fractures,Other fall to lower level 6 to 10 feet,YES,weak
OSHA-2023098860,An employee had just finished unloading a garbage truck and was cleaning the sweep blade when a loader backed up and struck the employee. The employee sustained a pelvis fracture and internal bleeding.,"Fractures and other injuries, n.e.c.",Pedestrian struck by vehicle backing up in nonroadway area,YES,weak
OSHA-2021032587,An employee was unpacking coils of steel when a coil fell on their left foot resulting in a crushing injury.,Crushing injuries,"Struck by falling object or equipment, unspecified",YES,weak
OSHA-2021032525,An employee was testing a new snowboard jump and landed on his head on the ground. The employee was hospitalized with a concussion and an abdominal injury.,Concussions,"Fall on same level, n.e.c.",NO,weak
OSHA-2021021317,A maintenance employee lost his balance and fell from a step ladder to the floor while checking a heating unit in the ceiling. The employee sustained fractures to his right ankle and tibial plateau.,Fractures,Other fall to lower level less than 6 feet,YES,weak
OSHA-2018021957,"An employee was cutting blocks on an up-cut saw when his foot struck the pedal and activated the blade, which then amputated his left ring finger.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2020021859,"An employee was clearing a jam on a conveyor belt, slipped, and fell 1.5 feet to the floor sustaining a back injury. The employee was hospitalized.","Soreness, pain, hurt-nonspecified injury",Other fall to lower level less than 6 feet,YES,weak
OSHA-20211210398,"An employee was inspecting automotive parts and stacking them onto a pallet when the pallet and parts fell onto the employee's left leg, resulting in a broken lower leg.",Fractures,"Struck by falling object or equipment, unspecified",YES,weak
OSHA-2022021848,An employee was cleaning an exhaust manifold when the turbo sucked in his right hand and amputated the tip of his ring finger.,Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2024054730,An employee was clearing a jam in a pallet nailing machine when their middle finger was caught between a runner and the metal stop of the machine. The employee sustained a finger amputation.,Amputations involving bone loss,"Struck by running powered equipment during maintenance, cleaning, testing",YES,weak
OSHA-20161211776,"An employee exited her vehicle, walked across the parking lot, slipped on ice, and fell onto the ground. She struck her head on the pavement and lost consciousness.","Intracranial injuries, unspecified",Fall on same level due to slipping,YES,weak
OSHA-2016043062,An employee was helping to stabilize an optical comparator on the forks of a forklift when the machine shifted slightly. One corner of the machine slipped off the edge of the fork and hit the employee's leg above the ankle. The employee was hospitalized with a broken leg.,Fractures,Struck by object falling from vehicle or machinery-other than vehicle part,YES,weak
